date,title,description,sentiment,confidence
2025-07-16,"China Recommerce Market Intelligence Report 2025-2029 | Influencers, Ecosystem Integration, Platform Expansion, and Sustainability Incentives Shaping the Dynamic Landscape","China's recommerce market is projected to grow by 11% annually, hitting $40.01 billion by 2025, displaying robust growth with a forecasted CAGR of 9.4% through 2029, reaching $57.34 billion. The growth is fueled by platform integration, sustainability incenti…",positive,0.9294443726539612
2025-07-16,"Wiko Enjoy 80 Pro debuts with SD 4 Gen 2 and 6,100 mAh battery","French-based smartphone maker Wiko announced its latest smartphone in China with the Enjoy 80 Pro. The brand holds a licensing deal with Huawei, which explains the familiar looks and the fact that this device boots HarmonyOS. Enjoy 80 Pro is built around a…",neutral,0.8325198292732239
2025-07-16,CNBC's The China Connection newsletter: From Didi to DeepSeek,"Foreign investors are returning to China in search of opportunities in artificial intelligence startups, including those in their early stages.",positive,0.611941933631897
2025-07-16,Hong Kong stocks lifted by Nvidia rally on mixed day in Asia,HONG KONG: Tech firms led another rally in Hong Kong stocks Wednesday (Jul 16) after US titan Nvidia said it would resume exports of key chips to China after Washington pledged to remove licensing curbs.,positive,0.9168986678123474
2025-07-16,Hong Kong Stocks Lifted By Nvidia Rally On Mixed Day In Asia,Tech firms led another rally in Hong Kong stocks Wednesday after US titan Nvidia said it would resume exports of key chips to China after Washington pledged to remove licensing curbs.,positive,0.8661147356033325
2025-07-16,Hong Kong stocks lifted by Nvidia rally on mixed day in Asia,"Tech firms led another rally in Hong Kong stocks Wednesday after US titan Nvidia said it would resume exports of key chips to China after Washington pledged to remove licensing curbs. However, other Asian markets were mixed as they weighed Indonesia’s trade d…",positive,0.5526077747344971
2025-07-17,Bullish flow in JD.com with shares up 3.48%,"See the rest of the story here. thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",neutral,0.8697371482849121
2025-07-17,Philips launches the Evnia 24M2N5200X monitor with 610Hz refresh rate and 0.1ms response time,"The Philips Evnia 24M2N5200X is a gaming monitor specifically made for competitive performance, featuring a 610Hz refresh rate , a 0.1ms response time , and notable color fidelity with 99.8% sRGB coverage and VESA DisplayHDR 400 certification.",neutral,0.7883407473564148
2025-07-17,China Market Update: EV Anti-Involution Drives Gains As Biotech Breaks Out,"Asian equities had a good day as Thailand, Indonesia, and Pakistan outperformed, while India posted a small loss.",positive,0.9386425614356995
2025-07-17,BMO Capital Maintains ‘Outperform’ Rating on Intuit Inc. (INTU); Raises PT from $820 to $870,"With strong hedge fund backing and a positive analyst outlook, Intuit Inc. (NASDAQ:INTU) makes it to our list of the Top 10 AI Infrastructure Stocks to Buy...",positive,0.9525558948516846
2025-07-16,China Tech ETF KWEB Surges on Big Nvidia AI Chip News,- KWEB’s gains reflect investor optimism that renewed access to Nvidia’s advanced chips. - Investing in China remains fraught with uncertainty.,negative,0.539618968963623
2025-07-16,"JD.com, Alibaba battle for instant delivery market, FT reports","See the rest of the story here. thefly.com provides the latest financial news as it breaks. Known as a leader in market intelligence, The Fly's real-time, streaming news feed keeps individual investors, professional money managers, active traders, and corpor…",neutral,0.9338904023170471
2025-07-16,"Douyin steps up push into travel with subsidy campaign, competition among online platforms across sectors intensified","TikTok’s Chinese sibling Douyin is ramping up its travel business with a new round of promotions, rolling out subsidies worth hundreds of millions of RMB to drive hotel bookings. The platform has launched discount packages including hotel calendar deals, live…",positive,0.7554925680160522
2025-07-16,"China Recommerce Market Intelligence Report 2025-2029 | Influencers, Ecosystem Integration, Platform Expansion, and Sustainability Incentives Shaping the Dynamic Landscape","China's recommerce market is projected to grow by 11% annually, hitting $40.01 billion by 2025, displaying robust growth with a forecasted CAGR of 9.4% through 2029, reaching $57.34 billion. The growth is fueled by platform integration, sustainability incenti…",positive,0.9294443726539612
2025-07-16,"Wiko Enjoy 80 Pro debuts with SD 4 Gen 2 and 6,100 mAh battery","French-based smartphone maker Wiko announced its latest smartphone in China with the Enjoy 80 Pro. The brand holds a licensing deal with Huawei, which explains the familiar looks and the fact that this device boots HarmonyOS. Enjoy 80 Pro is built around a…",neutral,0.8325198292732239
2025-07-16,CNBC's The China Connection newsletter: From Didi to DeepSeek,"Foreign investors are returning to China in search of opportunities in artificial intelligence startups, including those in their early stages.",positive,0.611941933631897
2025-07-16,Hong Kong stocks lifted by Nvidia rally on mixed day in Asia,HONG KONG: Tech firms led another rally in Hong Kong stocks Wednesday (Jul 16) after US titan Nvidia said it would resume exports of key chips to China after Washington pledged to remove licensing curbs.,positive,0.9168986678123474
2025-07-16,Hong Kong Stocks Lifted By Nvidia Rally On Mixed Day In Asia,Tech firms led another rally in Hong Kong stocks Wednesday after US titan Nvidia said it would resume exports of key chips to China after Washington pledged to remove licensing curbs.,positive,0.8661147356033325
2025-07-16,Hong Kong stocks lifted by Nvidia rally on mixed day in Asia,"Tech firms led another rally in Hong Kong stocks Wednesday after US titan Nvidia said it would resume exports of key chips to China after Washington pledged to remove licensing curbs. However, other Asian markets were mixed as they weighed Indonesia’s trade d…",positive,0.5526077747344971
